transaction_id,user_id,amount,transaction_type,is_new_beneficiary,new_ip_device_combo,otp_burst_flag,phishing_referrer_flag,hour_of_day,is_odd_hour,avg_daily_txn_amount,amount_ratio,txn_frequency_last_24h,previous_fraud_flag,email_domain_age_days,email_domain_verified,is_fraud
T05496,U0451,293.44,CASH_IN,1,0,0,0,22,0,354.68504273425566,0.83,3,0,10,1,0
T05497,U0364,703.44,PAYMENT,0,0,0,1,3,1,362.2879077269607,1.94,6,1,279,1,1
T05498,U0141,694.77,CASH_OUT,0,0,1,0,16,0,189.7288900151672,3.66,1,0,26,1,0
T05499,U0173,154.31,TRANSFER,0,0,0,0,20,0,332.68006393139115,0.46,2,1,162,1,0
T05500,U0010,424.16,PAYMENT,1,0,0,0,21,0,218.27956324350907,1.94,3,0,4,1,0
T05501,U0228,1123.59,PAYMENT,0,0,0,0,21,0,281.2496195512523,3.99,6,0,233,1,0
T05502,U0265,322.37,TRANSFER,0,0,0,0,11,0,257.49381308519867,1.25,3,0,142,1,0
T05503,U0438,1451.28,TRANSFER,0,0,0,0,1,1,245.65782160969763,5.91,0,0,246,1,0
T05504,U0248,120.69,TRANSFER,0,0,0,0,20,0,230.9821467605306,0.52,4,0,258,1,0
T05505,U0247,38.53,CASH_OUT,0,0,0,0,19,0,108.09726903674562,0.36,2,0,45,0,0
T05506,U0155,1110.29,TRANSFER,0,0,0,0,13,0,292.0801886350656,3.8,2,0,50,1,0
T05507,U0034,940.89,TRANSFER,0,1,0,0,20,0,348.9931836648143,2.7,4,0,260,1,0
T05508,U0499,2452.45,TRANSFER,0,0,0,0,22,0,354.42818799496297,6.92,3,1,137,1,0
T05509,U0129,568.77,CASH_OUT,0,0,0,0,2,1,54.64442245455078,10.41,4,0,228,1,0
T05510,U0160,1379.84,CASH_OUT,0,1,0,0,15,0,176.34090582924324,7.82,7,0,124,1,1
T05511,U0089,877.08,CASH_OUT,0,0,0,0,7,0,391.521080932756,2.24,3,0,81,1,0
T05512,U0093,930.32,PAYMENT,0,0,0,0,11,0,169.16257707758666,5.5,3,0,315,1,1
T05513,U0327,420.99,TRANSFER,0,0,0,0,8,0,406.269571692379,1.04,2,0,118,1,0
T05514,U0241,240.93,CASH_OUT,0,0,0,0,0,1,424.2685926557761,0.57,2,0,107,1,1
T05515,U0323,1363.3,CASH_OUT,0,0,0,0,0,1,430.7577727491157,3.16,1,0,275,1,0
T05516,U0468,282.92,TRANSFER,0,0,0,0,8,0,83.93091059756358,3.37,6,0,22,1,0
T05517,U0404,386.98,PAYMENT,0,1,0,0,14,0,395.26570376819785,0.98,3,0,99,0,0
T05518,U0117,295.4,TRANSFER,0,0,0,0,9,0,327.2381846050367,0.9,4,1,153,1,0
T05519,U0094,416.0,TRANSFER,0,0,0,0,16,0,238.5525702708157,1.74,2,0,84,1,0
T05520,U0163,317.92,CASH_OUT,1,0,0,0,1,1,334.8014019361598,0.95,2,0,53,1,1
T05521,U0099,24.58,PAYMENT,0,0,0,0,2,1,289.4602792589748,0.08,4,0,25,1,0
T05522,U0113,1068.74,TRANSFER,1,0,0,1,22,0,76.49334232278741,13.97,6,0,143,1,1
T05523,U0359,293.85,PAYMENT,1,0,0,0,9,0,130.79167228492918,2.25,3,0,196,1,0
T05524,U0091,444.51,CASH_IN,0,0,0,0,18,0,197.67698685519423,2.25,2,0,283,0,0
T05525,U0346,74.94,CASH_OUT,1,1,0,0,8,0,394.0864613283903,0.19,1,0,25,0,0
T05526,U0206,1.7,CASH_OUT,0,0,0,0,17,0,376.83012062194297,0.0,2,0,213,1,0
T05527,U0017,140.71,PAYMENT,0,0,0,0,2,1,309.4119136203282,0.45,1,0,208,1,0
T05528,U0274,609.69,CASH_OUT,0,0,0,0,8,0,180.586419113388,3.38,0,0,231,1,0
T05529,U0173,52.23,PAYMENT,0,0,0,0,21,0,185.8343642752961,0.28,1,0,215,0,0
T05530,U0116,1197.83,TRANSFER,0,0,0,0,10,0,257.418884716904,4.65,3,0,155,1,0
T05531,U0349,121.05,PAYMENT,0,0,0,0,8,0,470.9346504088939,0.26,6,0,166,1,0
T05532,U0468,114.45,PAYMENT,0,1,0,0,4,1,205.5355572484335,0.56,3,0,265,1,0
T05533,U0181,100.15,TRANSFER,0,0,0,0,19,0,188.91914023040104,0.53,4,0,319,0,0
T05534,U0091,7.04,CASH_OUT,0,0,0,0,17,0,345.6941216772722,0.02,2,0,174,1,0
T05535,U0082,738.78,TRANSFER,0,1,0,0,11,0,403.315229619823,1.83,1,0,120,1,1
T05536,U0324,1039.86,PAYMENT,1,0,0,0,16,0,259.58412035239445,4.01,2,0,327,1,1
T05537,U0449,476.17,TRANSFER,0,0,0,0,20,0,435.05070146271896,1.09,4,0,276,1,0
T05538,U0114,104.25,PAYMENT,0,0,0,0,16,0,289.75215503349784,0.36,1,0,157,1,0
T05539,U0257,167.93,TRANSFER,0,0,0,0,15,0,264.7771006693166,0.63,6,0,276,0,0
T05540,U0058,323.06,TRANSFER,0,1,0,0,21,0,175.5922326300505,1.84,2,0,253,0,0
T05541,U0154,1543.33,PAYMENT,0,0,0,0,21,0,368.71130059965526,4.19,2,0,347,0,0
T05542,U0365,142.08,PAYMENT,1,0,0,0,13,0,169.53200873317397,0.84,3,0,184,1,0
T05543,U0404,657.72,PAYMENT,0,0,0,0,22,0,117.6638386607828,5.59,0,0,98,1,0
T05544,U0116,289.42,TRANSFER,0,0,0,0,8,0,293.74751644871696,0.99,0,0,207,1,0
T05545,U0343,176.8,PAYMENT,1,0,0,0,21,0,201.3071203621982,0.88,3,0,164,1,0
T05546,U0266,304.33,PAYMENT,1,0,1,0,12,0,227.41434211458352,1.34,1,0,302,1,0
T05547,U0315,36.93,PAYMENT,0,1,0,0,2,1,400.0629986682817,0.09,1,0,355,1,0
T05548,U0203,801.45,CASH_OUT,0,0,0,0,23,1,347.6169635081062,2.31,2,0,196,1,1
T05549,U0041,139.4,PAYMENT,0,0,0,0,4,1,403.9270776544632,0.35,1,0,79,1,1
T05550,U0105,646.24,PAYMENT,0,0,0,0,23,1,314.5441051148967,2.05,3,0,163,1,1
T05551,U0389,35.4,CASH_IN,0,0,0,0,7,0,50.0,0.71,2,0,128,1,0
T05552,U0378,1551.64,CASH_OUT,0,0,0,0,2,1,274.6801956314129,5.65,1,0,244,1,0
T05553,U0193,107.23,CASH_IN,0,0,0,0,22,0,384.8362330387969,0.28,2,0,220,1,0
T05554,U0401,1071.69,CASH_OUT,0,0,0,0,15,0,419.062420967484,2.56,2,0,33,1,0
T05555,U0278,828.98,PAYMENT,0,0,0,0,3,1,371.51967103469633,2.23,3,0,90,1,0
T05556,U0354,1718.83,TRANSFER,1,0,0,0,8,0,354.93584164162974,4.84,5,0,127,1,0
T05557,U0237,324.94,CASH_OUT,0,1,0,0,6,0,379.6404104173139,0.86,3,0,67,1,0
T05558,U0425,649.87,CASH_IN,0,0,0,0,17,0,492.5691969194886,1.32,2,0,178,1,0
T05559,U0221,231.58,CASH_OUT,0,0,0,0,16,0,301.1068711806315,0.77,1,0,233,0,0
T05560,U0068,101.9,CASH_OUT,1,0,0,0,21,0,295.7912881267594,0.34,3,0,23,1,1
T05561,U0197,292.66,PAYMENT,1,0,0,0,5,1,365.9180041420032,0.8,6,0,147,1,0
T05562,U0256,90.61,PAYMENT,0,1,0,0,9,0,203.4444669776616,0.45,7,0,193,1,0
T05563,U0139,2009.93,CASH_IN,0,1,0,1,4,1,405.2023662814962,4.96,3,0,302,1,1
T05564,U0312,50.6,CASH_OUT,1,0,0,0,14,0,227.6159733684269,0.22,3,0,354,1,0
T05565,U0435,444.84,CASH_IN,1,0,0,0,1,1,314.95451529069067,1.41,3,0,251,1,1
T05566,U0149,492.37,CASH_OUT,0,0,0,0,14,0,53.957321099074505,9.13,5,0,24,1,1
T05567,U0099,386.18,PAYMENT,0,1,0,0,8,0,248.89704877180765,1.55,4,0,249,1,1
T05568,U0076,542.63,PAYMENT,0,0,0,0,5,1,235.32797747198344,2.31,3,0,314,1,1
T05569,U0282,61.75,CASH_IN,0,0,0,0,3,1,253.4504337084339,0.24,5,0,230,1,0
T05570,U0371,404.86,PAYMENT,1,0,0,0,22,0,351.99730509927366,1.15,2,0,36,0,1
T05571,U0403,169.29,TRANSFER,0,0,0,0,13,0,281.36693206330403,0.6,2,1,94,1,0
T05572,U0109,1408.17,PAYMENT,0,0,0,0,8,0,156.82397573537034,8.98,3,0,343,1,1
T05573,U0188,717.89,PAYMENT,0,0,0,0,23,1,306.56258269519174,2.34,7,0,78,1,1
T05574,U0199,1797.05,TRANSFER,0,0,0,0,0,1,248.61525875028912,7.23,4,0,295,1,0
T05575,U0303,19.14,CASH_OUT,0,0,0,0,18,0,374.7501866786061,0.05,2,0,27,1,0
T05576,U0327,167.83,TRANSFER,0,0,0,0,9,0,306.5630265621538,0.55,1,0,210,0,0
T05577,U0154,108.72,PAYMENT,0,0,0,0,17,0,380.488573408639,0.29,3,0,213,1,0
T05578,U0040,5.61,CASH_OUT,1,0,0,0,18,0,223.54709252688585,0.03,1,0,165,1,1
T05579,U0133,138.75,PAYMENT,0,0,0,0,20,0,408.3243587658063,0.34,2,0,38,1,0
T05580,U0405,567.81,CASH_OUT,0,0,0,0,5,1,346.9104065063883,1.64,5,0,307,1,0
T05581,U0462,131.39,PAYMENT,0,0,0,0,2,1,384.69318112158845,0.34,2,0,83,1,1
T05582,U0132,355.66,CASH_IN,0,0,1,0,17,0,251.81208835991444,1.41,2,0,144,1,1
T05583,U0279,1093.82,TRANSFER,0,0,0,0,20,0,285.0565262125434,3.84,4,0,189,1,0
T05584,U0362,591.69,TRANSFER,1,1,0,0,19,0,287.7597342844129,2.06,3,0,219,1,0
T05585,U0084,250.96,CASH_OUT,0,0,0,0,20,0,254.3161977671755,0.99,4,0,128,1,0
T05586,U0399,232.98,CASH_OUT,0,0,0,0,9,0,232.4637656438064,1.0,2,0,257,1,0
T05587,U0242,304.16,TRANSFER,0,0,0,0,19,0,178.1273467033133,1.71,3,0,307,0,0
T05588,U0116,97.42,CASH_IN,0,0,0,0,3,1,221.7066139208702,0.44,1,1,158,0,0
T05589,U0109,502.56,PAYMENT,0,0,0,0,7,0,281.7650288178811,1.78,6,0,145,1,0
T05590,U0221,226.4,CASH_IN,0,0,0,0,15,0,136.5195317348747,1.66,2,0,141,1,0
T05591,U0392,956.51,PAYMENT,0,0,0,0,21,0,413.8616036184276,2.31,5,0,252,1,0
T05592,U0041,706.43,PAYMENT,0,0,0,0,1,1,441.2576197859028,1.6,4,0,54,1,1
T05593,U0368,471.46,PAYMENT,0,0,0,0,18,0,230.8338090468275,2.04,3,0,247,1,0
T05594,U0147,226.44,PAYMENT,0,0,0,0,14,0,390.6258867734296,0.58,4,0,26,1,0
T05595,U0112,117.82,PAYMENT,0,0,1,0,7,0,240.38137682652595,0.49,1,0,174,1,0
T05596,U0103,748.39,PAYMENT,0,0,0,0,16,0,188.46945684234288,3.97,1,1,135,1,1
T05597,U0046,333.16,TRANSFER,0,0,0,0,12,0,381.385606945507,0.87,3,0,16,1,0
T05598,U0412,127.28,TRANSFER,0,0,0,1,21,0,437.7649441463103,0.29,3,0,248,1,0
T05599,U0494,108.56,TRANSFER,0,0,0,0,2,1,282.2881646038145,0.38,2,0,269,1,0
T05600,U0475,90.4,CASH_OUT,0,0,0,0,9,0,373.7245612738895,0.24,3,0,158,1,0
T05601,U0324,750.65,PAYMENT,1,0,0,0,12,0,50.0,15.01,4,0,125,1,1
T05602,U0378,130.03,CASH_OUT,0,0,1,0,10,0,213.88925545383944,0.61,8,0,315,1,0
T05603,U0271,373.95,CASH_IN,0,0,0,0,0,1,357.5835363310966,1.05,1,0,108,1,0
T05604,U0483,300.33,CASH_OUT,0,0,0,0,13,0,415.8036166775382,0.72,4,0,177,1,0
T05605,U0421,433.29,CASH_IN,1,1,1,0,1,1,309.3282906468023,1.4,2,0,14,1,1
T05606,U0385,1048.42,PAYMENT,0,1,1,1,21,0,256.6010912469207,4.09,3,0,180,1,1
T05607,U0195,1011.52,TRANSFER,0,0,0,0,11,0,350.9868746048609,2.88,3,0,91,1,0
T05608,U0367,299.9,PAYMENT,1,0,0,0,3,1,317.16355064070336,0.95,0,1,135,1,0
T05609,U0280,7.74,PAYMENT,0,0,0,0,11,0,241.04075690125524,0.03,3,0,261,1,0
T05610,U0283,277.95,CASH_OUT,0,0,0,0,0,1,129.3299739193926,2.15,4,0,54,1,0
T05611,U0040,465.95,PAYMENT,0,0,0,0,9,0,253.57227106718963,1.84,1,0,121,1,0
T05612,U0447,407.96,TRANSFER,0,0,0,0,3,1,337.34949198137207,1.21,4,0,175,1,1
T05613,U0189,526.82,CASH_OUT,0,0,0,0,1,1,284.4490337371043,1.85,3,0,246,1,0
T05614,U0164,83.66,PAYMENT,0,0,0,0,22,0,451.84505080534944,0.19,2,0,165,0,0
T05615,U0482,519.99,TRANSFER,1,0,0,0,21,0,383.8565492916681,1.35,3,0,175,1,0
T05616,U0477,100.84,PAYMENT,0,1,0,0,12,0,176.97482502433922,0.57,3,0,158,1,0
T05617,U0024,694.2,CASH_IN,1,0,0,0,7,0,227.4834856742667,3.05,4,0,272,1,1
T05618,U0024,207.07,CASH_OUT,0,0,0,0,1,1,102.5645541712268,2.02,1,0,340,1,0
T05619,U0490,618.76,PAYMENT,0,0,0,0,2,1,232.4058628617421,2.66,1,0,107,1,0
T05620,U0004,24.52,PAYMENT,1,0,0,0,14,0,112.16243564258504,0.22,2,0,68,1,1
T05621,U0323,262.01,TRANSFER,0,0,0,0,6,0,384.8188227749673,0.68,0,0,336,1,0
T05622,U0290,610.45,PAYMENT,0,1,0,0,9,0,284.58368248449705,2.15,2,0,294,0,0
T05623,U0441,128.65,CASH_OUT,0,0,0,0,19,0,478.3127959847306,0.27,2,0,211,1,0
T05624,U0433,793.07,PAYMENT,0,0,0,0,10,0,150.3426495956703,5.28,0,0,144,1,0
T05625,U0471,498.18,TRANSFER,1,0,0,0,21,0,188.24258613717512,2.65,4,0,64,1,0
T05626,U0181,442.83,CASH_IN,0,0,0,0,22,0,287.59337546312634,1.54,2,0,217,1,0
T05627,U0248,218.13,CASH_OUT,0,0,0,0,13,0,220.25956062164488,0.99,5,0,347,1,0
T05628,U0116,329.33,CASH_OUT,0,0,0,0,18,0,224.75422786094884,1.47,4,0,315,1,0
T05629,U0279,454.84,TRANSFER,0,0,0,0,13,0,224.33892462908784,2.03,4,1,346,1,0
T05630,U0365,319.77,TRANSFER,0,0,1,0,21,0,329.323027699637,0.97,1,0,280,1,0
T05631,U0069,599.18,TRANSFER,0,0,0,0,22,0,286.9782626541064,2.09,2,0,157,1,0
T05632,U0351,284.31,CASH_OUT,0,1,0,0,0,1,265.99618036184813,1.07,1,0,57,1,0
T05633,U0254,112.99,TRANSFER,0,0,0,0,6,0,145.8175449294388,0.77,4,0,266,1,0
T05634,U0181,120.36,CASH_OUT,0,0,0,0,4,1,228.10908389922827,0.53,6,0,223,1,1
T05635,U0318,2.91,CASH_IN,0,0,0,0,6,0,147.50078454475127,0.02,5,0,290,1,0
T05636,U0169,179.02,PAYMENT,0,0,0,0,12,0,325.6872571764484,0.55,2,0,326,1,0
T05637,U0313,690.99,PAYMENT,0,0,0,0,6,0,422.5824597446928,1.64,3,0,105,1,0
T05638,U0249,790.33,CASH_OUT,1,0,1,0,21,0,253.5233907800581,3.12,1,0,286,1,1
T05639,U0188,113.12,CASH_IN,0,0,0,0,18,0,50.0,2.26,4,0,113,1,0
T05640,U0054,1597.63,CASH_OUT,0,0,0,0,12,0,212.25496136340732,7.53,9,0,362,1,0
T05641,U0326,348.98,TRANSFER,0,0,0,0,15,0,231.83353866422655,1.51,2,0,211,1,0
T05642,U0357,1244.33,TRANSFER,0,0,0,0,20,0,362.3417148036869,3.43,5,0,198,1,0
T05643,U0313,613.39,CASH_OUT,0,0,0,0,14,0,239.95427370584568,2.56,4,0,143,1,0
T05644,U0138,640.85,CASH_OUT,0,0,0,0,18,0,460.115393266685,1.39,2,0,364,1,0
T05645,U0168,44.44,TRANSFER,0,0,0,0,6,0,57.708877408294285,0.77,2,0,360,1,0
T05646,U0391,124.22,PAYMENT,0,0,0,0,4,1,144.17642308466475,0.86,3,0,258,1,0
T05647,U0103,4.43,CASH_OUT,1,0,0,0,13,0,389.249823629491,0.01,2,0,168,1,1
T05648,U0422,629.62,TRANSFER,0,0,0,0,22,0,323.5137376788009,1.95,6,0,15,1,0
T05649,U0085,211.13,CASH_OUT,1,0,0,0,15,0,385.8657827663741,0.55,4,0,22,1,0
T05650,U0317,772.42,TRANSFER,0,0,0,0,23,1,301.777752330333,2.56,3,0,178,1,1
T05651,U0212,206.95,CASH_OUT,1,0,0,0,10,0,394.685384405496,0.52,3,0,215,1,0
T05652,U0003,855.55,CASH_OUT,0,0,0,0,23,1,384.0300512152742,2.23,4,0,100,1,0
T05653,U0384,70.03,PAYMENT,0,0,0,0,20,0,253.4741120685663,0.28,3,0,217,1,0
T05654,U0179,95.2,CASH_OUT,0,1,0,0,10,0,288.4152162237994,0.33,4,0,280,0,0
T05655,U0342,208.42,CASH_OUT,1,0,0,0,11,0,126.1468050794247,1.65,4,0,58,1,1
T05656,U0303,262.54,CASH_IN,0,0,0,0,20,0,364.23286347265537,0.72,1,0,275,1,0
T05657,U0452,214.39,PAYMENT,0,0,0,0,12,0,223.3333690715629,0.96,4,0,69,1,0
T05658,U0476,721.21,CASH_OUT,0,0,0,0,7,0,367.7252142310494,1.96,3,0,329,0,0
T05659,U0332,50.99,CASH_OUT,0,0,1,0,5,1,328.562308212021,0.16,4,0,348,1,1
T05660,U0038,216.33,PAYMENT,0,0,0,0,21,0,285.90775995209475,0.76,6,1,19,1,0
T05661,U0499,907.74,CASH_OUT,0,0,0,0,1,1,403.2269539421047,2.25,1,0,197,1,1
T05662,U0420,34.57,TRANSFER,0,0,0,0,22,0,277.38555932977846,0.12,4,0,21,1,0
T05663,U0239,1426.63,TRANSFER,0,0,0,0,9,0,408.3781290127576,3.49,0,0,353,1,1
T05664,U0169,2145.79,PAYMENT,1,0,0,0,22,0,241.48026496270535,8.89,2,0,233,1,0
T05665,U0453,46.37,TRANSFER,0,0,0,0,21,0,420.2400219642439,0.11,6,0,218,0,0
T05666,U0397,172.14,CASH_IN,0,0,0,0,1,1,386.174831028744,0.45,1,0,225,0,0
T05667,U0343,232.93,CASH_OUT,0,0,0,0,10,0,211.2614260492828,1.1,0,0,323,1,0
T05668,U0314,748.93,PAYMENT,0,0,0,0,4,1,318.8167616494976,2.35,2,0,269,1,0
T05669,U0306,453.08,CASH_OUT,0,0,0,0,5,1,50.0,9.06,4,0,361,1,0
T05670,U0030,516.93,PAYMENT,0,0,0,0,15,0,273.8368940542194,1.89,3,0,345,1,0
T05671,U0190,708.4,PAYMENT,1,0,0,0,19,0,166.8285380690462,4.25,4,0,3,1,0
T05672,U0357,62.77,TRANSFER,0,0,0,0,9,0,313.23746463310727,0.2,2,0,84,0,0
T05673,U0025,895.51,PAYMENT,0,0,0,0,13,0,457.3132644910692,1.96,4,0,74,1,0
T05674,U0112,611.44,TRANSFER,1,0,0,0,5,1,620.4951629193532,0.99,3,0,259,0,1
T05675,U0411,430.6,CASH_OUT,0,0,0,0,4,1,377.2563228357924,1.14,2,0,254,1,0
T05676,U0435,1102.44,PAYMENT,0,0,0,0,9,0,337.311534457141,3.27,2,0,106,1,0
T05677,U0206,602.5,PAYMENT,0,0,0,0,11,0,255.89234053240767,2.35,3,0,359,0,0
T05678,U0185,112.64,PAYMENT,0,0,0,0,21,0,151.13049546816072,0.75,3,0,124,1,0
T05679,U0382,280.84,TRANSFER,0,0,0,0,16,0,219.56080258225631,1.28,3,0,15,1,0
T05680,U0496,340.65,CASH_IN,0,0,0,0,15,0,234.9882365136513,1.45,5,0,104,0,0
T05681,U0379,28.4,TRANSFER,0,0,0,0,9,0,399.7875800520105,0.07,2,0,118,1,0
T05682,U0047,1546.53,CASH_OUT,0,0,0,1,16,0,50.0,30.93,7,0,266,1,1
T05683,U0374,68.81,PAYMENT,0,0,0,1,1,1,303.7771009433609,0.23,2,0,63,1,0
T05684,U0228,597.77,CASH_OUT,0,0,0,0,1,1,344.7300777624246,1.73,0,0,101,1,0
T05685,U0039,352.84,PAYMENT,0,0,0,0,13,0,450.6541273092236,0.78,4,0,334,1,0
T05686,U0016,12.98,CASH_IN,0,0,0,0,3,1,201.0503388815164,0.06,3,1,200,0,0
T05687,U0022,1293.45,TRANSFER,1,0,0,0,11,0,271.7546500630935,4.76,2,0,99,1,1
T05688,U0213,954.72,PAYMENT,0,0,0,0,1,1,351.03853635347525,2.72,1,0,35,1,0
T05689,U0310,371.44,CASH_IN,0,0,0,0,13,0,222.41770172946687,1.67,1,0,60,1,0
T05690,U0149,130.0,CASH_OUT,1,0,0,0,23,1,293.5579097550668,0.44,2,0,93,1,0
T05691,U0456,64.84,PAYMENT,0,0,0,0,23,1,251.1224964618756,0.26,1,0,274,1,0
T05692,U0241,225.8,CASH_IN,1,1,0,0,17,0,219.6435147018893,1.03,1,0,37,1,1
T05693,U0272,147.47,CASH_OUT,0,0,0,0,8,0,436.6731275240082,0.34,1,0,56,1,0
T05694,U0059,353.31,TRANSFER,1,0,0,0,22,0,421.33715058918654,0.84,4,0,362,1,0
T05695,U0287,1696.75,PAYMENT,0,0,0,0,23,1,367.96932017658895,4.61,3,0,32,1,0
T05696,U0426,427.78,PAYMENT,1,0,0,0,7,0,270.53153302519314,1.58,2,0,209,0,0
T05697,U0202,1103.32,PAYMENT,1,0,0,0,6,0,340.63329885170026,3.24,7,0,66,1,0
T05698,U0032,526.17,CASH_OUT,0,0,0,0,12,0,351.1515907791138,1.5,3,0,348,1,0
T05699,U0443,322.41,PAYMENT,0,0,0,0,1,1,477.771465813498,0.67,2,0,33,1,0
T05700,U0162,964.16,TRANSFER,0,0,0,0,1,1,66.88241373266982,14.42,5,0,38,1,0
T05701,U0255,318.73,CASH_OUT,0,0,0,0,15,0,182.8808111423942,1.74,3,0,158,1,0
T05702,U0254,1014.86,TRANSFER,0,0,0,0,15,0,283.249427245467,3.58,0,0,263,0,0
T05703,U0009,172.36,CASH_IN,0,0,0,0,23,1,319.47132064881384,0.54,4,0,356,1,0
T05704,U0465,68.95,CASH_IN,1,0,0,0,17,0,178.59370974805242,0.39,2,0,282,1,0
T05705,U0139,966.6,CASH_IN,0,0,0,0,1,1,317.07885555994085,3.05,1,0,361,0,1
T05706,U0480,442.66,CASH_OUT,0,0,0,0,6,0,175.87334712673515,2.52,2,0,305,1,0
T05707,U0010,1099.53,TRANSFER,0,0,0,0,6,0,50.0,21.99,5,0,277,1,1
T05708,U0214,1388.92,PAYMENT,0,0,0,0,16,0,215.0451598185519,6.46,2,0,78,1,0
T05709,U0273,27.56,TRANSFER,0,0,0,0,22,0,367.7462421070967,0.07,5,0,335,1,0
T05710,U0324,347.54,TRANSFER,0,0,0,0,11,0,300.88491852405747,1.16,2,0,270,1,0
T05711,U0048,234.97,CASH_OUT,0,0,0,0,12,0,111.15340501879189,2.11,2,0,90,1,0
T05712,U0436,491.56,TRANSFER,1,0,0,0,4,1,327.60992258937694,1.5,2,0,307,1,0
T05713,U0111,788.95,CASH_IN,0,0,0,0,14,0,459.2134126863479,1.72,0,0,210,1,0
T05714,U0153,164.66,CASH_IN,0,0,0,0,20,0,359.5249484046085,0.46,1,0,194,1,0
T05715,U0123,406.87,PAYMENT,0,0,0,0,1,1,413.16948872711725,0.98,3,0,275,1,0
T05716,U0405,616.75,PAYMENT,0,0,0,0,5,1,323.77081373970736,1.9,2,0,280,1,0
T05717,U0357,72.18,PAYMENT,0,0,0,0,3,1,359.03536714180933,0.2,4,0,179,1,0
T05718,U0102,841.18,CASH_OUT,0,0,0,0,22,0,226.24874009622147,3.72,5,0,25,1,0
T05719,U0241,465.84,CASH_OUT,0,0,0,0,12,0,271.6270986474555,1.71,7,0,258,1,0
T05720,U0321,1493.26,TRANSFER,0,0,0,1,1,1,187.91729734411285,7.95,3,0,290,0,0
T05721,U0191,207.4,PAYMENT,0,0,0,0,23,1,296.19662998150096,0.7,5,1,249,1,0
T05722,U0217,57.23,PAYMENT,0,0,0,0,4,1,214.6784683575989,0.27,5,0,116,1,0
T05723,U0051,353.12,CASH_IN,0,0,0,0,7,0,129.09321195069808,2.74,1,0,123,0,0
T05724,U0292,44.86,TRANSFER,0,0,0,0,15,0,260.21039820885534,0.17,1,0,312,1,0
T05725,U0081,1745.45,TRANSFER,0,1,0,0,6,0,214.07254851085256,8.15,0,0,304,0,1
T05726,U0489,19.73,CASH_OUT,0,0,0,0,2,1,237.73304193052,0.08,2,0,73,1,0
T05727,U0383,700.2,CASH_OUT,0,0,0,0,8,0,401.73566253618753,1.74,3,0,162,1,0
T05728,U0088,372.33,CASH_OUT,0,0,0,0,12,0,313.169858469857,1.19,4,0,178,0,0
T05729,U0194,229.92,PAYMENT,0,0,0,0,1,1,281.68474419862866,0.82,0,0,346,1,0
T05730,U0104,34.05,CASH_OUT,0,0,0,0,18,0,383.6555254301645,0.09,2,0,301,1,0
T05731,U0271,486.65,PAYMENT,0,0,0,0,10,0,278.3562151990236,1.75,3,0,232,0,0
T05732,U0096,440.0,TRANSFER,0,0,0,0,9,0,380.25517284448136,1.16,7,0,198,1,0
T05733,U0423,164.87,PAYMENT,0,0,0,0,10,0,313.53653635312287,0.53,3,0,268,1,0
T05734,U0379,1205.21,TRANSFER,0,1,0,0,16,0,287.14407517026143,4.2,4,0,265,1,0
T05735,U0198,181.28,PAYMENT,0,0,0,0,16,0,271.7515854257192,0.67,7,0,21,1,0
T05736,U0001,298.67,CASH_IN,0,0,0,0,2,1,301.3431594669372,0.99,5,0,127,0,0
T05737,U0495,392.37,PAYMENT,0,0,0,0,11,0,403.1762069477613,0.97,5,0,37,1,0
T05738,U0407,52.81,CASH_IN,1,0,0,1,2,1,256.98228432704525,0.21,7,1,243,0,0
T05739,U0378,1345.31,TRANSFER,0,0,0,0,4,1,295.1334762367124,4.56,2,0,273,1,0
T05740,U0167,234.63,PAYMENT,0,1,0,0,5,1,315.6024951428864,0.74,1,0,252,1,1
T05741,U0126,42.11,CASH_OUT,1,0,0,0,19,0,340.789234297063,0.12,3,0,157,1,1
T05742,U0313,244.93,CASH_OUT,0,0,1,0,9,0,200.7236189068174,1.22,2,0,204,1,0
T05743,U0081,458.4,PAYMENT,0,0,0,0,10,0,319.58146589864043,1.43,3,1,225,1,0
T05744,U0418,360.42,CASH_OUT,0,0,0,0,22,0,270.5678155025303,1.33,0,1,343,1,0
T05745,U0251,592.97,TRANSFER,0,0,0,0,18,0,250.23171580075572,2.37,1,0,4,0,0
T05746,U0169,28.54,CASH_IN,1,0,0,0,19,0,426.7565287522109,0.07,3,0,126,1,1
T05747,U0477,167.42,TRANSFER,1,0,0,0,10,0,145.57824250557132,1.15,1,0,177,0,0
T05748,U0073,855.27,CASH_OUT,0,0,0,0,20,0,351.546914026513,2.43,4,0,164,1,0
T05749,U0141,41.63,PAYMENT,0,0,0,0,7,0,211.07301722029288,0.2,5,0,118,1,0
T05750,U0070,967.19,CASH_OUT,0,0,0,0,8,0,196.05982194302828,4.93,1,0,139,0,0
T05751,U0262,48.2,CASH_OUT,0,1,0,0,2,1,278.802766986343,0.17,10,0,223,1,0
T05752,U0340,899.25,TRANSFER,0,0,0,0,0,1,462.2868297991277,1.95,2,0,212,1,0
T05753,U0308,223.76,CASH_IN,0,0,0,0,1,1,306.0346977575997,0.73,2,0,268,1,0
T05754,U0245,473.64,TRANSFER,0,0,1,0,1,1,387.84225380866354,1.22,6,0,362,0,1
T05755,U0003,82.96,TRANSFER,1,0,0,0,2,1,178.50726728125454,0.46,0,0,317,0,1
